# airline	from	to	codeshare	stops	equipment
# Date: 2014-06-28
AB	TXL	BCN		0	738 320 321
AB	TXL	BEG		0	319
AB	TXL	BRI		0	738 320
AB	TXL	BUD		0	73G 319
AB	TXL	CFU		0	320 321
AB	TXL	CGN		0	321 738 73G 320 319
AB	TXL	CPH		0	319 73G 738
AB	TXL	CTA		0	321 320 738
AB	TXL	DME		0	738
AB	TXL	DUS		0	738 319 73G 320 321 DH4
AB	TXL	FAO		0	321 320
AB	TXL	FCO		0	320 738 73G
AB	TXL	FKB		0	73G 319 DH4
AB	TXL	FNC		0	332 321
AB	TXL	FRA		0	738 73G 319 320 DH4
AB	TXL	FUE		0	321 738
AB	TXL	GDN		0	DH4
AB	TXL	GOT		0	73G
AB	TXL	GRZ		0	319
AB	TXL	GWT		0	DH4
AB	TXL	HEL		0	738 73G
AB	TXL	HEL	*	0	319 E90
AB	TXL	HER		0	738 321
AB	TXL	HRG		0	321
AB	TXL	IBZ		0	738 321
AB	TXL	JFK		0	332
AB	TXL	KGD		0	DH4
AB	TXL	KGS		0	320 738
AB	TXL	KRK		0	319 DH4 73G
AB	TXL	LED		0	738 73G
AB	TXL	LHR	*	0	320 321 319
AB	TXL	LPA		0	321 320
AB	TXL	MAD		0	738 320
AB	TXL	MAH		0	738
AB	TXL	MIA		0	332
AB	TXL	MUC		0	321 738 320 319 73G
AB	TXL	MXP		0	738 73G 320
AB	TXL	NAP		0	320 73G
AB	TXL	NBE		0	738
AB	TXL	NUE		0	319 DH4
AB	TXL	OLB		0	320 73G
AB	TXL	ORD		0	332
AB	TXL	ORY		0	738 320 319
AB	TXL	OSL		0	319
AB	TXL	OTP		0	320 73G
AB	TXL	PEK	*	0	330
AB	TXL	PMI		0	320 321 738
AB	TXL	RHO		0	320
AB	TXL	RIX	*	0	DH4 735
AB	TXL	SCN		0	73G 320
AB	TXL	SKG		0	319
AB	TXL	SMI		0	320
AB	TXL	SOF		0	73G
AB	TXL	STR		0	320 738 73G 321 DH4 319
AB	TXL	SZG		0	319
AB	TXL	TFS		0	321
AB	TXL	TLV		0	321 738 320
AB	TXL	VCE		0	320 738 73G
AB	TXL	VIE		0	321 320 E90
AB	TXL	WAW		0	DH4 319
AB	TXL	ZRH		0	738 319 321 320 73G
AB	VCE	DUS		0	738 320 321
AB	VCE	STR		0	320 73G
AB	VCE	TXL		0	320 738 73G
AB	VIE	ACE		0	321
AB	VIE	AGP	*	0	321 320
AB	VIE	AMM	*	0	320 319
AB	VIE	ARN	*	0	E90
AB	VIE	BCN	*	0	320 321
AB	VIE	CDG	*	0	320
AB	VIE	CFU		0	320
AB	VIE	CHQ		0	320
AB	VIE	CPH	*	0	E90
AB	VIE	DUS		0	321 738 E90 320 319
AB	VIE	FCO		0	E90
AB	VIE	FCO	*	0	320 321 E90
AB	VIE	FLR	*	0	DH4
AB	VIE	FNC		0	321
AB	VIE	FRA	*	0	E90 320
AB	VIE	HAJ		0	320 E90
AB	VIE	HAM		0	E90 320 321
AB	VIE	HEL	*	0	320 319 E90
AB	VIE	HER		0	320 321
AB	VIE	JMK		0	320 321
AB	VIE	JTR		0	321 320 E90
AB	VIE	KLX		0	320 E90
AB	VIE	LCA		0	320
AB	VIE	LHR	*	0	320
AB	VIE	LPA		0	320
AB	VIE	MAD		0	320 321
AB	VIE	MAD	*	0	320 321 319
AB	VIE	MLA		0	E90
AB	VIE	MUC	*	0	E90
AB	VIE	MXP	*	0	E90
AB	VIE	NCE	*	0	E90
AB	VIE	NUE		0	DH4
AB	VIE	OLB		0	320
AB	VIE	PMI		0	321 320
AB	VIE	PMI	*	0	320 E90 321
AB	VIE	PVK		0	E90
AB	VIE	RHO		0	320 E90
AB	VIE	SKG		0	E90
AB	VIE	SZG		0	320
AB	VIE	TFS		0	320
AB	VIE	TXL		0	321 320 E90
AB	VIE	VLC	*	0	320
AB	VIE	VOL		0	320
AB	VIE	ZRH	*	0	321 E90 320
AB	VIE	ZTH		0	320 E90
AB	VLC	PMI		0	738 320 73G
AB	VLC	VIE	*	0	320
AB	VOL	VIE		0	320
AB	VRA	DUS		0	332
AB	WAW	TXL		0	319 DH4
AB	XRY	PMI		0	320
AB	ZRH	ACE		0	320
AB	ZRH	ALC		0	320 321
AB	ZRH	BDS		0	320
AB	ZRH	CTA		0	320 319
AB	ZRH	DUS		0	319 738 320 73G
AB	ZRH	FNC		0	320
AB	ZRH	FUE		0	320
AB	ZRH	GWT		0	73G DH4
AB	ZRH	HEL		0	319
AB	ZRH	HEL	*	0	319 320
AB	ZRH	HER		0	320 319
AB	ZRH	IBZ		0	320
AB	ZRH	LCY	*	0	E90 E70
AB	ZRH	LHR	*	0	320 319 321
AB	ZRH	LPA		0	320
AB	ZRH	MAD	*	0	319
AB	ZRH	NAP		0	320
AB	ZRH	OLB		0	320 738
AB	ZRH	PMI		0	738 320 332 321
AB	ZRH	SUF		0	320
AB	ZRH	TFS		0	320
AB	ZRH	TXL		0	319 738 321 320 73G
AB	ZRH	VIE	*	0	321 E90 320
AB	ZTH	DUS		0	738
AB	ZTH	MUC		0	738
AB	ZTH	VIE		0	320 E90
ABJ	GNM	SSA		0	EMB
ABJ	LAZ	GNM		0	EMB
ABJ	SSA	LAZ		0	EMB
AC	ABJ	BRU		1	333
AC	ABJ	BRU	*	0	332
AC	ABJ	OUA	*	0	332
AC	ADD	JED	*	0	333
AC	AMS	CPH	*	0	319 321
AC	ANU	YYZ		0	320
AC	ATL	DEN	*	0	CR7
AC	ATL	YYZ	*	0	CRA CRJ
AC	AUA	YYZ		0	319
AC	AUH	YYZ		0	77W
AC	AZS	YUL		0	320
AC	AZS	YYZ		0	319
AC	BAH	DOH	*	0	333
AC	BCN	YYZ	*	0	763
AC	BDA	YYZ		0	319
AC	BDL	YUL	*	0	BEH
AC	BDL	YYZ	*	0	BEH
AC	BGI	YYZ		0	319
AC	BJM	NBO	*	0	332
AC	BKK	ICN	*	0	333 777
AC	BKK	NRT	*	0	777
AC	BNA	YYZ	*	0	CRJ
AC	BOG	YYZ		0	763
AC	BOS	YHZ	*	0	CRJ
AC	BOS	YOW	*	0	DH1
AC	BOS	YUL	*	0	CRJ DH3
AC	BOS	YYZ		0	E90 E75
AC	BRU	BJM	*	0	332
AC	BRU	COO	*	0	332
AC	BRU	DKR	*	0	333
AC	BRU	DLA	*	0	333
AC	BRU	KGL	*	0	332
AC	BRU	LAD	*	0	333
AC	BRU	OUA	*	0	333
AC	BRU	YUL		0	333
AC	BRU	YYZ	*	0	332
AC	BWI	YYZ	*	0	DH1
AC	CCC	YYZ		0	319
AC	CDG	YUL		0	77W
AC	CDG	YYZ		0	77W
AC	CKY	DKR	*	0	333
AC	CLE	YYZ	*	0	DH1
AC	CLT	YYZ	*	0	CRJ
AC	CMH	YYZ	*	0	DH1
AC	COO	ABJ	*	0	332
AC	CPH	AMS	*	0	319
AC	CPH	OSL	*	0	321
AC	CPH	VNO	*	0	M80
AC	CPH	WAW	*	0	M80
AC	CPH	YYZ		0	763
AC	CUN	YUL		0	319
AC	CUN	YYC		0	319
AC	CUN	YYZ		0	319
AC	CVG	YYZ	*	0	CRJ
AC	CZM	YUL		0	319
AC	DCA	YOW	*	0	CRJ
AC	DCA	YUL	*	0	CRJ
AC	DCA	YYZ		0	E75
AC	DEL	BRU	*	0	332
AC	DEN	ATL	*	0	CR7
AC	DEN	MSY	*	0	738 739
AC	DEN	YEG	*	0	CRJ 319 E70
AC	DEN	YMM	*	0	CR7
AC	DEN	YQR	*	0	CRJ
AC	DEN	YUL		0	E90
AC	DEN	YVR	*	0	319 320 CR7 738
AC	DEN	YWG	*	0	ERJ
AC	DEN	YXE	*	0	ERJ
AC	DEN	YYC	*	0	CRJ 738 320 739
AC	DEN	YYZ		0	E90
AC	DEN	YYZ	*	0	CR7
AC	DFW	YYZ		0	E75
AC	DKR	BRU	*	0	333
AC	DKR	CKY	*	0	333
AC	DLA	BRU	*	0	333
AC	DLA	FIH	*	0	333
AC	DOH	BAH	*	0	333
AC	DOH	FRA	*	0	333
AC	DTW	YYZ	*	0	CRJ BEH
AC	DUB	YYZ	*	0	763
AC	EBB	BRU	*	0	332
AC	EWR	MSY	*	0	319 E70 320 738
AC	EWR	YEG	*	0	319
AC	EWR	YUL	*	0	CRJ
AC	EWR	YVR		0	319
AC	EWR	YYC		0	E90
AC	EWR	YYZ		0	E75 E90
AC	EWR	YYZ	*	0	CRA
AC	EZE	SCL		0	763
AC	FCO	YYZ		0	333
AC	FDF	YUL		0	319
AC	FIH	BRU	*	0	333
AC	FIH	DLA	*	0	333
AC	FLL	YUL		0	320
AC	FLL	YYZ		0	320
AC	FRA	DOH	*	0	333
AC	FRA	JED	*	0	333
AC	FRA	LCA	*	0	319 321
AC	FRA	NAP	*	0	321
AC	FRA	VLC	*	0	319
AC	FRA	VNO	*	0	321
AC	FRA	YOW		0	333
AC	FRA	YUL		0	333
AC	FRA	YVR	*	0	744
AC	FRA	YYC		0	77W
AC	FRA	YYZ		0	77W
AC	FRA	YYZ	*	0	744
AC	GCM	YYZ		0	E90
AC	GDN	CPH	*	0	M80
AC	GGT	YYZ		0	E90
AC	GND	YYZ		0	319
AC	GRU	YYZ		0	763
AC	GVA	YUL		0	333
AC	HAV	YYZ		0	E90
AC	HKG	YVR		0	77W
AC	HKG	YYZ		0	77L
AC	HND	YVR		0	763
AC	HNL	YVR		0	763
AC	HOG	YUL		0	319
AC	HOG	YYZ		0	319
AC	IAD	MSY	*	0	ERJ CR7 738 E70 739
AC	IAD	YOW	*	0	ERJ
AC	IAD	YUL	*	0	ERJ CRJ
AC	IAD	YYZ	*	0	ERJ CRJ CR7
AC	IAH	MSY	*	0	CR7 320 73G 738 E70 ERJ 319
AC	IAH	YEG	*	0	738 320 737 319
AC	IAH	YUL	*	0	E70
AC	IAH	YYC	*	0	CRA 738 320 739
AC	IAH	YYZ	*	0	CRA
AC	ICN	BKK	*	0	333 777
AC	ICN	YVR		0	763
AC	IND	YYZ	*	0	CRJ
AC	IST	YYZ		0	763 77W
AC	JED	ADD	*	0	333
AC	JED	FRA	*	0	333
AC	JED	IST		0	321
AC	JFK	YYZ	*	0	CRA
AC	KGL	EBB	*	0	332
AC	KGL	NBO	*	0	332
AC	KIN	YYZ		0	319
AC	LAD	FIH	*	0	333
AC	LAS	YUL		0	763
AC	LAS	YVR		0	319
AC	LAS	YYC		0	319
AC	LAS	YYZ		0	763 319
AC	LAX	YLW	*	0	CR7
AC	LAX	YUL		0	319
AC	LAX	YVR		0	319
AC	LAX	YVR	*	0	CR7
AC	LAX	YYC		0	319
AC	LAX	YYZ		0	320 321
AC	LCA	FRA	*	0	319 321
AC	LGA	YOW	*	0	CRJ
AC	LGA	YUL		0	E75
AC	LGA	YYZ		0	E90 E75
AC	LGA	YYZ	*	0	CRA
AC	LHR	YEG		0	763
AC	LHR	YHZ		0	763
AC	LHR	YOW		0	763
AC	LHR	YUL		0	77W
AC	LHR	YVR		0	77W
AC	LHR	YYC		0	333
AC	LHR	YYT		0	319
AC	LHR	YYZ		0	77L 763 77W 333
AC	LIM	YYZ		0	763
AC	LIR	YYZ		0	319
AC	MBJ	YHZ		0	319
AC	MBJ	YUL		0	319
AC	MBJ	YYZ		0	319
AC	MCI	YYZ	*	0	CRJ
AC	MCO	YUL		0	319
AC	MCO	YYZ		0	319
AC	MDT	YYZ	*	0	BEH
AC	MEX	YVR		0	319
AC	MEX	YYZ		0	319
AC	MIA	GUA	*	0	E90
AC	MIA	YYZ		0	E90
AC	MKE	YYZ	*	0	CRJ
AC	MSP	YYZ	*	0	CRA CRJ
AC	MSY	DEN	*	0	320 738 ERJ
AC	MSY	EWR	*	0	738 ERJ 320 319
AC	MSY	IAD	*	0	320 E70 319 CR7
AC	MSY	IAH	*	0	319 738 73G 320 ERJ
AC	MSY	ORD	*	0	320 CR7 319 ERJ
AC	MSY	YYZ	*	0	CRA
AC	MUC	SOF	*	0	E95
AC	MUC	YUL	*	0	333
AC	MUC	YVR	*	0	333
AC	MUC	YYZ		0	77W
AC	NAP	FRA	*	0	320 321 319
AC	NAS	YYZ		0	319
AC	NBO	BRU	*	0	332
AC	NRT	BKK	*	0	777
AC	NRT	YVR		0	763
AC	NRT	YYC		0	763
AC	NRT	YYZ		0	77W
AC	OGG	YVR		0	763
AC	ORD	MSY	*	0	320 CR7 ERJ 319
AC	ORD	YEG	*	0	E70 CR7
AC	ORD	YHZ	*	0	ERJ
AC	ORD	YOW	*	0	ERJ E70
AC	ORD	YQB	*	0	ERJ
AC	ORD	YQR	*	0	CRJ
AC	ORD	YUL		0	E75
AC	ORD	YUL	*	0	CR7 ERJ E70 CRJ
AC	ORD	YVR	*	0	319 320 739 737 738
AC	ORD	YWG	*	0	ERJ CRJ
AC	ORD	YXU	*	0	CRJ
AC	ORD	YYC	*	0	CR7 737
AC	ORD	YYZ		0	E75
AC	ORD	YYZ	*	0	320 ERJ 737 CR7 319 CRA
AC	OUA	ABJ	*	0	333
AC	OUA	BRU	*	0	333
AC	PAP	YUL		0	763
AC	PDX	YVR	*	0	DH3
AC	PDX	YYC	*	0	CRJ
AC	PEK	YVR		0	330 77W
AC	PEK	YVR	*	0	330
AC	PEK	YYZ		0	77W
AC	PHL	YYZ		0	E75
AC	PHX	YYZ		0	319
AC	PIT	YYZ	*	0	DH1
AC	PLS	YUL		0	319
AC	PLS	YYZ		0	E90
AC	POP	YHZ		0	319
AC	POP	YYZ		0	319
AC	PTP	YUL		0	319
AC	PUJ	YUL		0	319
AC	PUJ	YYZ		0	319
AC	PVG	YVR		0	763
AC	PVG	YYZ		0	77L
AC	PVR	YVR		0	319
AC	PVR	YYC		0	319
AC	RDU	YYZ	*	0	CRJ
AC	ROC	YYZ	*	0	BEH
AC	RSW	YYZ		0	320
AC	SAN	YYZ		0	319
AC	SCL	EZE		0	763
AC	SCL	YYZ		0	763
AC	SEA	YVR	*	0	DH3
AC	SEA	YYZ		0	E90
AC	SFO	YEG	*	0	CR7
AC	SFO	YUL		0	319
AC	SFO	YVR		0	E90 320 319
AC	SFO	YVR	*	0	319 CRJ 320 739
AC	SFO	YYC	*	0	CR7
AC	SFO	YYJ	*	0	CRJ
AC	SFO	YYZ		0	320
AC	SJD	YYC		0	319
AC	SJO	YYZ		0	319
AC	SNU	YHZ		0	320
AC	SNU	YUL		0	319
AC	SNU	YYZ		0	319
AC	STL	YYZ	*	0	CRJ
AC	SYD	YVR		0	77L
AC	SYR	YYZ	*	0	BEH
AC	TLV	YUL		0	763
AC	TLV	YYZ		0	763
AC	TPA	YYZ		0	319
AC	TRD	CPH	*	0	M80
AC	UVF	YYZ		0	319
AC	VIE	YYZ	*	0	763
AC	VLC	FRA	*	0	319
AC	VNO	CPH	*	0	M80
AC	VNO	FRA	*	0	320 321
AC	VRA	YUL		0	320
AC	VRA	YYC		0	319
AC	VRA	YYZ		0	319
AC	WAW	CPH	*	0	M80
AC	WAW	YYZ		0	788
AC	WAW	YYZ	*	0	788
AC	YAM	YYZ	*	0	DH1
AC	YBC	YUL	*	0	DH1
AC	YBC	YYY	*	0	DH1
AC	YBG	YUL	*	0	DH1
AC	YBL	YQQ	*	0	BEH
AC	YCD	YVR	*	0	DH3
AC	YCG	YVR	*	0	DH3
AC	YCG	YYC	*	0	DH3
AC	YDF	YHZ	*	0	CRJ DH1
AC	YDF	YYR	*	0	BEH
AC	YDF	YYT	*	0	BEH
AC	YDF	YYZ		0	E90
AC	YEG	DEN	*	0	CR7 CRJ 319 E70
AC	YEG	EWR	*	0	319
AC	YEG	IAH	*	0	738 320 737 319
AC	YEG	LHR		0	763
AC	YEG	ORD	*	0	E70 CR7
AC	YEG	SFO	*	0	CR7
AC	YEG	YMM	*	0	DH4
AC	YEG	YOW		0	E90
AC	YEG	YQR	*	0	DH3
AC	YEG	YQU	*	0	DH3
AC	YEG	YUL		0	320
AC	YEG	YVR		0	E90 320 319
AC	YEG	YWG	*	0	CRJ
AC	YEG	YXE	*	0	DH3
AC	YEG	YYC	*	0	DH4 CRJ DH3
AC	YEG	YYZ		0	320 319 E90
AC	YEG	YZF	*	0	CRJ
AC	YFC	YHZ		0	BEH
AC	YFC	YOW	*	0	DH1
AC	YFC	YUL	*	0	DH1 DH4
AC	YFC	YYZ	*	0	DH4
AC	YGK	YYZ	*	0	BEH
AC	YGP	YGR	*	0	DH3 DH1
AC	YGP	YQB	*	0	DH1 DH3
AC	YGR	YGP	*	0	DH1 DH3
AC	YHZ	BOS	*	0	CRJ
AC	YHZ	LHR		0	763
AC	YHZ	ORD	*	0	ERJ
AC	YHZ	YDF	*	0	DH1 CRJ
AC	YHZ	YFC		0	BEH
AC	YHZ	YOW		0	E90
AC	YHZ	YOW	*	0	CRA
AC	YHZ	YQM		0	BEH
AC	YHZ	YQX	*	0	CRJ CRA
AC	YHZ	YQY	*	0	DH1
AC	YHZ	YSJ		0	BEH
AC	YHZ	YSJ	*	0	DH1
AC	YHZ	YUL		0	320 E90 319 E75
AC	YHZ	YUL	*	0	CRA
AC	YHZ	YYG		0	BEH
AC	YHZ	YYR	*	0	CRJ
AC	YHZ	YYT		0	E90
AC	YHZ	YYT	*	0	CRA
AC	YHZ	YYZ		0	E90 320 763 319
AC	YKA	YVR	*	0	DH3
AC	YKA	YYC	*	0	DH3
AC	YLW	LAX	*	0	CR7
AC	YLW	YVR	*	0	DH3 CRJ
AC	YLW	YYC	*	0	DH3 CRJ
AC	YMM	DEN	*	0	CR7
AC	YMM	YEG	*	0	DH4
AC	YMM	YVR	*	0	CRJ
AC	YMM	YYC	*	0	CRA DH4 CRJ
AC	YMM	YYZ		0	E90 320 319
AC	YOW	BOS	*	0	DH1
AC	YOW	DCA	*	0	CRJ
AC	YOW	FRA		0	333
AC	YOW	IAD	*	0	ERJ
AC	YOW	LGA	*	0	CRJ
AC	YOW	LHR		0	763
AC	YOW	ORD	*	0	ERJ E70
AC	YOW	YEG		0	E90 320
AC	YOW	YFC	*	0	DH1
AC	YOW	YHZ		0	E90
AC	YOW	YHZ	*	0	CRA
AC	YOW	YQB	*	0	DH1
AC	YOW	YQM	*	0	CRJ
AC	YOW	YUL		0	E90
AC	YOW	YUL	*	0	DH1 DH3 CRA
AC	YOW	YVR		0	320 763
AC	YOW	YWG	*	0	CRA
AC	YOW	YXU	*	0	DH1
AC	YOW	YYC		0	E90 320
AC	YOW	YYT	*	0	CRA
AC	YOW	YYZ		0	320 319 E90 763 E75
AC	YPR	YVR	*	0	DH3
AC	YQB	ORD	*	0	ERJ
AC	YQB	YGP	*	0	DH3 DH1
AC	YQB	YOW	*	0	DH1
AC	YQB	YUL	*	0	DH4 DH1 DH3
AC	YQB	YYZ	*	0	DH4
AC	YQB	YZV	*	0	DH1
AC	YQF	YYC		0	BEH
AC	YQG	YYZ		0	319
AC	YQG	YYZ	*	0	DH1 CRJ
AC	YQL	YYC	*	0	BEH
AC	YQM	YHZ		0	BEH
AC	YQM	YOW	*	0	CRJ
AC	YQM	YUL	*	0	DH4
AC	YQM	YYZ	*	0	DH4 CRJ
AC	YQQ	YVR	*	0	BEH
AC	YQR	DEN	*	0	CRJ
AC	YQR	ORD	*	0	CRJ
AC	YQR	YEG	*	0	DH3
AC	YQR	YVR	*	0	CRJ
AC	YQR	YWG	*	0	CRJ
AC	YQR	YYC	*	0	DH4
AC	YQR	YYZ		0	E90
AC	YQT	YWG	*	0	CRJ
AC	YQT	YYZ	*	0	CRJ DH4
AC	YQU	YEG	*	0	DH3
AC	YQU	YYC	*	0	DH3 DH4
AC	YQX	YHZ	*	0	CRA CRJ
AC	YQX	YYR	*	0	BEH
AC	YQX	YYT	*	0	BEH
AC	YQY	YHZ	*	0	DH1
AC	YQY	YYZ	*	0	CRJ
AC	YQZ	YVR	*	0	BEH
AC	YQZ	YWL		0	BEH
AC	YQZ	YWL	*	0	BEH
AC	YSB	YYZ	*	0	DH1
AC	YSJ	YHZ		0	BEH
AC	YSJ	YHZ	*	0	DH1
AC	YSJ	YUL	*	0	DH1
AC	YSJ	YYZ	*	0	DH4
AC	YTS	YYZ	*	0	DH1
AC	YTZ	YUL	*	0	DH4
AC	YUL	AZS		0	320
AC	YUL	BDL	*	0	BEH
AC	YUL	BOS	*	0	CRJ DH3
AC	YUL	BRU		0	333
AC	YUL	CCC		0	319
AC	YUL	CDG		0	77W
AC	YUL	CUN		0	319
AC	YUL	CZM		0	319
AC	YUL	DCA	*	0	CRJ
AC	YUL	DEN		0	E90
AC	YUL	EWR	*	0	CRJ
AC	YUL	FDF		0	319
AC	YUL	FLL		0	320
AC	YUL	FRA		0	333
AC	YUL	GVA		0	333
AC	YUL	HOG		0	319
AC	YUL	IAD	*	0	CR7 ERJ CRJ
AC	YUL	IAH	*	0	E70
AC	YUL	LAS		0	763
AC	YUL	LAX		0	319
AC	YUL	LGA		0	E75
AC	YUL	LHR		0	77W
AC	YUL	MBJ		0	319
AC	YUL	MCO		0	319
AC	YUL	MUC	*	0	333
AC	YUL	ORD		0	E75
AC	YUL	ORD	*	0	ERJ CR7 E70 CRJ
AC	YUL	PAP		0	763
AC	YUL	PTP		0	319
AC	YUL	PUJ		0	319
AC	YUL	SFO		0	319
AC	YUL	SNU		0	319
AC	YUL	VRA		0	320
AC	YUL	YBC	*	0	DH1
AC	YUL	YBG	*	0	DH1
AC	YUL	YEG		0	320
AC	YUL	YFC	*	0	DH4 DH1
AC	YUL	YHZ		0	320 E90 E75 319
AC	YUL	YHZ	*	0	CRA
AC	YUL	YOW		0	E90 320
AC	YUL	YOW	*	0	DH1 CRA DH3
AC	YUL	YQB	*	0	DH3 DH1 DH4
AC	YUL	YQM	*	0	DH4
AC	YUL	YSJ	*	0	DH1
AC	YUL	YTZ	*	0	DH4
AC	YUL	YUY	*	0	DH1
AC	YUL	YVO	*	0	DH1
AC	YUL	YVR		0	321 320 333 319
AC	YUL	YWG	*	0	CRA
AC	YUL	YYC		0	E90 319 320
AC	YUL	YYG	*	0	DH4
AC	YUL	YYT		0	E90
AC	YUL	YYY	*	0	DH1
AC	YUL	YYZ		0	321 320 319 333 763 E75
AC	YUL	YYZ	*	0	CRA
AC	YUL	YZV	*	0	DH1
AC	YUL	ZBF	*	0	DH3 DH1
AC	YUL	ZRH		0	330
AC	YUL	ZSA		0	319
AC	YUY	YUL	*	0	DH1
AC	YUY	YVO	*	0	DH1
AC	YVO	YUL	*	0	DH1
AC	YVO	YUY	*	0	DH1
AC	YVR	AKL		0	772
AC	YVR	DEN	*	0	320 319 CR7 737 739
AC	YVR	EWR		0	319
AC	YVR	FRA	*	0	744
AC	YVR	HKG		0	77W
AC	YVR	HND		0	763
AC	YVR	HNL		0	763
AC	YVR	ICN		0	763
AC	YVR	LAS		0	319
AC	YVR	LAX		0	319
AC	YVR	LAX	*	0	CR7
AC	YVR	LHR		0	77W
AC	YVR	MEX		0	319
AC	YVR	MUC	*	0	333
AC	YVR	NRT		0	763
AC	YVR	OGG		0	763
AC	YVR	ORD	*	0	320 319 738 737
AC	YVR	PDX	*	0	DH3
AC	YVR	PEK		0	77W 330
AC	YVR	PVG		0	763
AC	YVR	PVR		0	319
AC	YVR	SEA	*	0	DH3
AC	YVR	SFO		0	E90 320 319
AC	YVR	SFO	*	0	320 319 CRJ 739 738
AC	YVR	SYD		0	77L
AC	YVR	YBL		1	BEH
AC	YVR	YBL	*	0	BEH
AC	YVR	YCD	*	0	DH3
AC	YVR	YCG	*	0	DH3
AC	YVR	YEG		0	E90 320
AC	YVR	YKA	*	0	DH3
AC	YVR	YLW	*	0	DH3 CRJ
AC	YVR	YMM	*	0	CRJ
AC	YVR	YOW		0	320 763
AC	YVR	YPR	*	0	DH3
AC	YVR	YQR	*	0	CRJ
AC	YVR	YQZ		0	BEH
AC	YVR	YQZ	*	0	BEH
AC	YVR	YUL		0	333 320 321
AC	YVR	YWG		0	E90
AC	YVR	YWL	*	0	BEH
AC	YVR	YXC	*	0	DH3
AC	YVR	YXE	*	0	CRJ
AC	YVR	YXJ	*	0	DH4
AC	YVR	YXS	*	0	DH4
AC	YVR	YXT	*	0	DH3
AC	YVR	YXY		0	E90
AC	YVR	YYC		0	E90 319 320
AC	YVR	YYD	*	0	DH3
AC	YVR	YYF	*	0	DH3
AC	YVR	YYJ	*	0	DH3 DH4
AC	YVR	YYZ		0	320 319 77L 321 77W 763
AC	YVR	YZP	*	0	DH3
AC	YWG	DEN	*	0	ERJ CRJ
AC	YWG	ORD	*	0	CRJ ERJ
AC	YWG	YEG	*	0	CRJ
AC	YWG	YOW	*	0	CRA
AC	YWG	YQR	*	0	CRJ
AC	YWG	YQT	*	0	CRJ
AC	YWG	YUL	*	0	CRA
AC	YWG	YVR		0	E90 320
AC	YWG	YXE	*	0	CRJ
AC	YWG	YYC	*	0	CRA
AC	YWG	YYZ		0	E90 320 319
AC	YWK	YYR	*	0	BEH
AC	YWK	YZV	*	0	DH1
AC	YWL	YQZ	*	0	BEH
AC	YWL	YVR		0	BEH
AC	YWL	YVR	*	0	BEH
AC	YXC	YVR	*	0	DH3
AC	YXC	YYC	*	0	BEH
AC	YXE	DEN	*	0	ERJ
AC	YXE	YEG	*	0	DH3
AC	YXE	YVR	*	0	CRJ
AC	YXE	YWG	*	0	CRJ
AC	YXE	YYC	*	0	DH4
AC	YXE	YYZ		0	E90
AC	YXH	YYC	*	0	BEH
AC	YXJ	YVR	*	0	DH4
AC	YXS	YVR	*	0	DH4
AC	YXT	YVR	*	0	DH3
AC	YXU	ORD	*	0	CRJ
AC	YXU	YOW	*	0	DH1
AC	YXU	YYZ	*	0	DH1 DH4
AC	YXY	YVR		0	E90
AC	YYB	YYZ	*	0	DH1
AC	YYC	CUN		0	319
AC	YYC	DEN	*	0	CRJ 738 737 CR7
AC	YYC	EWR		0	E90
AC	YYC	FRA		0	77W
AC	YYC	IAH	*	0	738 CRA 320 739
AC	YYC	LAS		0	319
AC	YYC	LAX		0	319
AC	YYC	LHR		0	333
AC	YYC	NRT		0	763
AC	YYC	ORD	*	0	737 CR7 738 320
AC	YYC	PDX	*	0	CRJ
AC	YYC	PVR		0	319
AC	YYC	SFO	*	0	CR7
AC	YYC	SJD		0	319
AC	YYC	VRA		0	319
AC	YYC	YCG	*	0	DH3
AC	YYC	YEG	*	0	DH3 CRJ DH4
AC	YYC	YKA	*	0	DH3
AC	YYC	YLW	*	0	DH3 CRJ
AC	YYC	YMM	*	0	DH4 CRJ CRA
AC	YYC	YOW		0	E90 320
AC	YYC	YQF		0	BEH
AC	YYC	YQL	*	0	BEH
AC	YYC	YQR	*	0	DH4
AC	YYC	YQU	*	0	DH3 DH4
AC	YYC	YUL		0	E90 319 320
AC	YYC	YVR		0	E90 320 319 321
AC	YYC	YWG	*	0	CRA
AC	YYC	YXC	*	0	BEH
AC	YYC	YXE	*	0	DH4
AC	YYC	YXH	*	0	BEH
AC	YYC	YYJ	*	0	DH4
AC	YYC	YYZ		0	321 320 319 E90
AC	YYC	YZF	*	0	CRJ
AC	YYD	YVR	*	0	DH3
AC	YYF	YVR	*	0	DH3
AC	YYG	YHZ		0	BEH
AC	YYG	YUL	*	0	DH4
AC	YYG	YYZ	*	0	CRJ
AC	YYJ	SFO	*	0	CRJ
AC	YYJ	YVR	*	0	DH3 DH4
AC	YYJ	YYC	*	0	DH4
AC	YYJ	YYZ		0	320
AC	YYR	YDF	*	0	BEH
AC	YYR	YHZ	*	0	CRJ
AC	YYR	YQX	*	0	BEH
AC	YYR	YWK	*	0	BEH
AC	YYR	YYT	*	0	CRJ
AC	YYT	LHR		0	319
AC	YYT	YDF	*	0	BEH
AC	YYT	YHZ		0	E90
AC	YYT	YHZ	*	0	CRA
AC	YYT	YOW	*	0	CRA
AC	YYT	YQX	*	0	BEH
AC	YYT	YUL		0	E90 319 320
